Circuit delay: 964.73 ps

Gate slacks:
BUFF-n1894: 647.53 ps
BUFF-n1897: 660.79 ps
NOT-n1900: 647.53 ps
NOT-n1901: 660.79 ps
BUFF-n1902: 114.95 ps
BUFF-n1905: 128.21 ps
NOT-n1908: 114.95 ps
NOT-n1909: 128.21 ps
AND-n1910: 652.99 ps
AND-n1913: 238.93 ps
NOT-n1916: 652.99 ps
NOT-n1917: 238.93 ps
AND-n1918: 649.70 ps
AND-n1921: 238.93 ps
NOT-n1924: 649.70 ps
NOT-n1925: 238.93 ps
BUFF-n1926: 126.99 ps
BUFF-n1927: 101.48 ps
BUFF-n1928: 126.71 ps
BUFF-n1929: 110.05 ps

Critical path:
INP-n143, NOT-n202, BUFF-n302, BUFF-n1718, NOT-n1724, NAND-n1071, NAND-n1073, NOT-n1077, NAND-n306, NAND-n307, NOT-n314, BUFF-n343, BUFF-n1766, NOT-n1772, NAND-n1137, NAND-n1139, NOT-n1143, NAND-n347, NAND-n348, NOT-n1370, NOT-n1376, NAND-n420, NAND-n422, NAND-n437, BUFF-n1445, NOT-n1449, NAND-n524, NAND-n525, NOT-n618, AND-n622, NAND-n792, AND-n863, NAND-n462, AND-n1806, NOT-n1812, NAND-n1215, NAND-n1217, NOT-n1221, NAND-n376, NAND-n55, AND-n57Circuit delay: 62.50 ps

Gate slacks:
INP-n1: 31.59 ps
INP-n2: 25.57 ps
INP-n3: 6.25 ps
INP-n4: 6.25 ps
INP-n5: 31.06 ps
NAND-n6: 6.25 ps
NAND-n7: 6.25 ps
NAND-n8: 31.59 ps
NAND-n9: 6.25 ps
NAND-n10: 6.25 ps
NAND-n11: 11.88 ps

Critical path:
INP-n3, NAND-n9, NAND-n10, NAND-n6
